,Unnamed: 0,title,section,subsection,p_number,shorturl,pubinfo,text
489,489,Abstract Objects,3. What is an Abstract Object?,3.4 The Way of Abstraction Principles,22,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Abstraction functions have two key features. First, for each abstraction function \(f\) there is an equivalence relation \(R\) such that it lies in the nature of \(f\) that \(f(x)\! =\! f(y)\) iff \(Rxy\). Intuitively, we are to think that \(R\) is metaphysically prior to \(f\), and that the abstraction function \(f\) is defined (in whole or in part) by this biconditional. Second, each abstraction function is a generating function: its values are essentially values of that function. Many functions are not generating functions. Paris is the capital of France, but it is not essentially a capital. The number of solar planets, by contrast, is essentially a number. The notion of an abstraction function may be defined in terms of these two features:"
490,490,Abstract Objects,3. What is an Abstract Object?,3.4 The Way of Abstraction Principles,23,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", We may then say that:
491,491,Abstract Objects,3. What is an Abstract Object?,3.4 The Way of Abstraction Principles,24,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," \(x\) is an abstraction if and only if, for some abstraction function \(f\), there is or could be an object \(y\) such that \(x\! =\! f(y)\),"
492,492,Abstract Objects,3. What is an Abstract Object?,3.4 The Way of Abstraction Principles,25,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", and that:
493,493,Abstract Objects,3. What is an Abstract Object?,3.4 The Way of Abstraction Principles,26,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", \(x\) is an abstract object if (and only if) \(x\) is an abstraction.
494,494,Abstract Objects,3. What is an Abstract Object?,3.4 The Way of Abstraction Principles,27,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," This account tells us a great deal about the distinctive natures of these broadly Fregean abstract objects. It tells us that each is, by its very nature, the value of a special sort of function, one whose nature is specified in a simple way in terms of an associated equivalence relation. It is worth stressing, however, that it does not supply much metaphysical information about these items. It doesn’t tell us whether they are located in space, whether they can stand in causal relations, and so on. It is an open question whether this somewhat unfamiliar version of the abstract/concrete distinction lines up with any of the more conventional ways of drawing the distinction outlined above. An account along these lines would be at odds with standard usage, but may be philosophically interesting all the same. In any case, the problem remains that this metaphysical version of the way of abstraction principles leaves out paradigmatic cases of abstract objects such as the aforementioned game of chess."
495,495,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,0,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," According to the way of negation, abstract objects are defined as those which lack certain features possessed by paradigmatic concrete objects. Many explicit characterizations in the literature follow this model. Let us review some of the options."
496,496,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,1,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", According to the account implicit in Frege’s writings:
497,497,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,2,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", An object is abstract if and only if it is both non-mental and non-sensible.
498,498,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,3,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Here the first challenge is to say what it means for a thing to be ‘non-mental’, or as we more commonly say, ‘mind-independent’. The simplest approach is to say that a thing depends on the mind when it would not (or could not) have existed if minds had not existed. But this entails that tables and chairs are mind-dependent, and that is not what philosophers who employ this notion have in mind. To call an object ‘mind-dependent’ in a metaphysical context is to suggest that it somehow owes its existence to mental activity, but not in the boring ‘causal’ sense in which ordinary artifacts owe their existence to the mind. What can this mean? One promising approach is to say that an object should be reckoned mind-dependent when, by its very nature, it exists at a time if and only if it is the object or content of some mental state or process at that time. This counts tables and chairs as mind-independent, since they might survive the annihilation of thinking things. But it counts paradigmatically mental items, like a purple afterimage of which a person \(X\) may become aware, as mind-dependent, since it presumably lies in the nature of such items to be objects of conscious awareness whenever they exist. However, it is not clear that this account captures the full force of the intended notion. Consider, for example, the mereological fusion of \(X\)’s afterimage and \(Y\)’s headache. This is surely a mental entity if anything is. But it is not necessarily the object of a mental state. (The fusion can exist even if no one is thinking about it.) A more generous conception would allow for mind-dependent objects that exist at a time in virtue of mental activity at that time, even if the object is not the object of any single mental state or act. The fusion of \(X\)’s afterimage and \(Y\)’s headache is mind-dependent in the second sense but not the first. That is a reason to prefer the second account of mind-dependence."
499,499,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,4,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," If we understand the notion of mind-dependence in this way, it is a mistake to insist that abstract objects be mind-independent. To strike a theme that will recur, it is widely supposed that sets and classes are abstract entities—even the impure sets whose urelements are concrete objects. Any account of the abstract/concrete distinction that places set-theoretic constructions like \(\{\textrm{Alfred}, \{\textrm{Betty}, \{\textrm{Charlie}, \textrm{Deborah}\}\}\}\) on the concrete side of the line will be seriously at odds with standard usage. With this in mind, consider the set whose sole members are X’s afterimage and Y’s headache, or some more complex set-theoretic object based on these items. If we suppose, as is plausible, that an impure set exists at a time only when its members exist at that time, this will be a mind-dependent entity in the generous sense. But it is also presumably an abstract entity."
500,500,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,5,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," A similar problem arises for so-called abstract artifacts, like Jane Austen’s novels and the characters that inhabit them. Some philosophers regard such items as eternally existing abstract entities that worldly authors merely describe but do not create. But of course the commonsensical view is that Austen created Pride and Prejudice and Elizabeth Bennett, and there is no good reason to deny this (Thomasson 1999; cf. Sainsbury 2009). If we take this commonsensical approach, there will be a clear sense in which these items depend for their existence on Austen’s mental activity, and perhaps on the mental activity of subsequent  readers.[5]  These items may not count as mind-dependent in either of the senses canvassed above, since Pride and Prejudice can presumably exist at a time even if no one happens to be thinking at that time. (If the world took a brief collective nap, Pride and Prejudice would not pop out of existence.) But they are obviously mind-dependent in some not-merely-causal sense. And yet they are still presumably abstract objects. For these reasons, it is probably a mistake to insist that abstract objects be mind-independent. (For more on mind-dependence, see Rosen 1994, and the entry  platonism in the philosophy of mathematics.)"
501,501,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,6,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", Frege’s proposal in its original form also fails for other reasons. Quarks and electrons are usually considered neither sensible nor mind-dependent. And yet they are not abstract objects. A better version of Frege’s proposal would hold that:
502,502,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,7,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", An object is abstract if and only if it is both non-physical and non-mental.
503,503,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,8,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Two remarks on this last version are in order. First, it opens the door to thinking that besides abstract and concrete entities (assuming that physical objects, in a broad sense, are concrete), there are mental entities that are neither concrete nor abstract. As mentioned above (section 1.2), there is no need to insist that the distinction is an exhaustive one. Second, while the approach may well draw an important line, it inherits one familiar problem, namely, that of saying what it is for a thing to be a physical object (Crane and Mellor 1990; for discussion, see the entry on  physicalism).  In one sense, a physical entity is an entity in which physics might take an interest. But physics is saturated with mathematics, so in this sense a great many paradigmatically abstract objects—e.g. \(\pi\)—will count as physical. The intended point is that abstract objects are to be distinguished, not from all of the objects posited by physics, but from the concrete objects posited by the physics. But if that is the point, it is unilluminating in the present context to say that abstract objects are non-physical."
504,504,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,9,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Contemporary purveyors of the way of negation typically amend Frege’s criterion by requiring that abstract objects be non-spatial, causally inefficacious, or both. Indeed, if any characterization of the abstract deserves to be regarded as the standard one, is this:"
505,505,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,10,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", An object is abstract if and only if it is non-spatial and causally inefficacious.
506,506,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,11,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", This standard account nonetheless presents a number of perplexities.
507,507,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,12,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," First of all, one must consider whether there are abstract objects that have one of the two features but not the other. For example, consider an impure set, such as the unit set of Plato (i.e., \(\{\textrm{Plato}\}\)). It has some claim to being abstract because it is causally inefficacious, but some might suggest that it has a location in space (namely, wherever Plato is located). Or consider a work of fiction such as Kafka’s The Metamorphosis. It, too, has some claim to being abstract because it (or at least its content) is non-spatial. But one might suggest that works of fiction as paradigmatic abstract objects seem to have causal powers, e.g., powers to affect us."
508,508,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,13,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," In the remainder of this subsection, we focus on the first criterion in the above proposal, namely, the non-spatial condition. But it gives rise to a subtlety. It seems plausible to suggest that, necessarily, if something \(x\) is causally efficacious, then (since \(x\) is a cause or has causal powers) \(x\), or some part of \(x\), has a location in time. So if something has no location in time, it is causally inefficacious. The theory of relativity implies that space and time are nonseparable, i.e., combined into a single spacetime manifold. So the above proposal might be restated in terms of a single condition: an object is abstract if and only if it is non-spatiotemporal. Sometimes this revised proposal is the correct one for thinking about abstract objects, but our discussion in the previous section showed that abstract artifacts and mental events may be temporal but non-spatial. Given the complexities here, in what follows we use spatiotemporality, spatiality, or temporality, as needed."
509,509,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,14,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Some of the archetypes of abstractness are non-spatiotemporal in a straightforward sense. It makes no sense to ask where the cosine function was last Tuesday. Or if it makes sense to ask, the sensible answer is that it was nowhere. Similarly, for many people, it makes no good sense to ask when the Pythagorean Theorem came to be. Or if it does make sense to ask, the only sensible answer for them is that it has always existed, or perhaps that it does not exist ‘in time’ at all. It is generally assumed that these paradigmatic ‘pure abstracta’ have no non-trivial spatial or temporal properties; that they have no spatial location, and they exist nowhere in particular in time."
510,510,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,15,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Other abstract objects appear to stand in a more interesting relation to spacetime. Consider the game of chess. Some philosophers will say that chess is like a mathematical object, existing nowhere and ‘no when’—either eternally or outside of time altogether. But the most natural view is that chess was invented at a certain time and place (though it may be hard to say exactly where or when); that before it was invented it did not exist at all; that it was imported from India into Persia in the 7th century; that it has changed over the years, and so on. The only reason to resist this natural account is the thought that since chess is clearly an abstract object—it’s not a physical object, after all!—and since abstract objects do not exist in space and time—by definition!—chess must resemble the cosine function in its relation to space and time. And yet one might with equal justice regard the case of chess and other abstract artifacts as counterexamples to the hasty view that abstract objects possess only trivial spatial and temporal properties."
511,511,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,16,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Should we then abandon the non-spatiotemporality criterion? Not necessarily. Even if there is a sense in which some abstract entities possess non-trivial spatiotemporal properties, it might still be said that concrete entities exist in spacetime in a distinctive way. If we had an account of this distinctive manner of spatiotemporal existence characteristic of concrete objects, we could say: An object is abstract (if and) only if it fails to exist in spacetime in that way."
512,512,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,17,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," One way to implement this approach is to note that paradigmatic concrete objects tend to occupy a relatively determinate spatial volume at each time at which they exist, or a determinate volume of spacetime over the course of their existence. It makes sense to ask of such an object, ‘Where is it now, and how much space does it occupy?’ even if the answer must sometimes be somewhat vague. By contrast, even if the game of chess is somehow ‘implicated’ in space and time, it makes no sense to ask how much space it now occupies. (To the extent that this does make sense, the only sensible answer is that it occupies no space at all, which is not to say that it occupies a spatial point.) And so it might be said:"
513,513,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,18,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", An object is abstract (if and) only if it fails to occupy anything like a determinate region of space (or spacetime).
514,514,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,19,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," This promising idea raises several questions. First, it is conceivable that certain items that are standardly regarded as abstract might nonetheless occupy determinate volumes of space and time. Consider, for example, the various sets composed from Peter and Paul: \(\{\textrm{Peter}, \textrm{Paul}\},\) \(\{\textrm{Peter}, \{\textrm{Peter}, \{\{\textrm{Paul}\}\}\}\},\) etc. We don’t normally ask where such things are, or how much space they occupy. And indeed many philosophers will say that the question makes no sense, or that the answer is a dismissive ‘nowhere, none’. But this answer is not forced upon us by anything in set theory or metaphysics. Even if we grant that pure sets stand in only the most trivial relations to space, it is open to us to hold, as some philosophers have done, that impure sets exist where and when their members do (Lewis 1986a). It is not unnatural to say that a set of books is located on a certain shelf in the library, and indeed, there are some theoretical reasons for wanting to say this (Maddy 1990). On a view of this sort, we face a choice: we can say that since impure sets exist in space, they are not abstract objects after all; or we can say that since impure sets are abstract, it was a mistake to suppose that abstract objects cannot occupy space."
515,515,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,20,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," One way to finesse this difficulty would be to note that even if impure sets occupy space, they do so in a derivative manner. The set \(\{\textrm{Peter}, \textrm{Paul}\}\) occupies a location in virtue of the fact that its concrete elements, Peter and Paul, together occupy that location. The set does not occupy the location in its own right. With that in mind, it might be said that:"
516,516,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,21,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," An object is abstract (if and) only if it either fails to occupy space at all, or does so only in virtue of the fact some other items—in this case, its urelements—occupy that region."
517,517,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,22,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," But of course Peter himself occupies a region in virtue of the fact that his parts—his head, hands, etc.—together occupy that region. So a better version of the proposal would say:"
518,518,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,23,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," An object is abstract (if and) only if it either fails to occupy space at all, or does so of the fact that some other items that are not among its parts occupy that region."
519,519,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,24,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," This approach appears to classify the cases fairly well, but it is somewhat artificial. Moreover, it raises a number of questions. What are we to say about the statue that occupies a region of space, not because its parts are arrayed in space, but rather because its constituting matter occupies that region? And what about the unobserved electron, which according to some interpretations of quantum mechanics does not really occupy a region of space at all, but rather stands in some more exotic relation to the spacetime it inhabits? Suffice it to say that a philosopher who regards ‘non-spatiality’ as a mark of the abstract, but who allows that some abstract objects may have non-trivial spatial properties, owes us an account of the distinctive relation to spacetime, space, and time that sets paradigmatic concreta apart."
520,520,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,25,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Perhaps the crucial question about the ‘non-spatiality’ criterion concerns the classification of the parts of space itself. If they are considered concrete, then one might ask where the spatiotemporal points or regions are located. And a similar question arises for spatial points and regions, and for temporal instants or intervals. So, the ontological status of spatiotemporal locations, and of spatial and temporal locations, is problematic. Let us suppose that space, or spacetime, exists, not just as an object of pure mathematics, but as the arena in which physical objects and events are somehow arrayed. It is essential to understand that the problem is not about the numerical coordinates that represent these points and regions (or instants and intervals) in a reference system; the issue is about the points and regions (or instants and intervals). Physical objects are located ‘in’ or ‘at’ regions of space; as a result, they count as concrete according to the non-spatiality criterion. But what about the points and regions of space itself? There has been some debate about whether a commitment to spacetime substantivalism is consistent with the nominalist’s rejection of abstract entities (Field 1980, 1989; Malament 1982). If we define the abstract as the ‘non-spatial’, this debate amounts to whether space itself is to be reckoned ‘spatial’. To reject that these points, regions, instants, and intervals, are concrete because they are not located, entails featuring them as abstract. However, to think about them as abstract sounds a bit weird, given their role in causal processes. Perhaps, it is easier to treat them as concrete if we want to establish that concrete entities are spatiotemporal—or spatial and temporal."
521,521,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,26,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", The philosopher who believes that there is a serious question about whether the parts of space-time count as concrete would thus do well to characterize the abstract/concrete distinction in other terms. Still—as mentioned above—the philosopher who thinks that it is defensible that parts of space are concrete might use non-spatiality to draw the distinction if she manages to provide a way of accounting for how impure sets relate to space differs from the way concreta do.
522,522,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,27,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", According to the most widely accepted versions of the way of negation:
523,523,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,28,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", An object is abstract (if and) only if it is causally inefficacious.
524,524,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,29,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Concrete objects, whether mental or physical, have causal powers; numbers and functions and the rest make nothing happen. There is no such thing as causal commerce with the game of chess itself (as distinct from its concrete instances). And even if impure sets do in some sense exist in space, it is easy enough to believe that they make no distinctive causal contribution to what transpires. Peter and Paul may have effects individually. They may even have effects together that neither has on his own. But these joint effects are naturally construed as effects of two concrete objects acting jointly, or perhaps as effects of their mereological aggregate (itself usually regarded as concretum), rather than as effects of some set-theoretic construction. Suppose Peter and Paul together tip a balance. If we entertain the possibility that this event is caused by a set, we shall have to ask which set caused it: the set containing just Peter and Paul? Some more elaborate construction based on them? Or is it perhaps the set containing the molecules that compose Peter and Paul? This proliferation of possible answers suggests that it was a mistake to credit sets with causal powers in the first place. This is good news for those who wish to say that all sets are abstract."
525,525,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,30,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," (Note, however, that some writers identify ordinary physical events—causally efficacious items par excellence—with sets. For David Lewis, for example, an event like the fall of Rome is an ordered pair whose first member is a region of spacetime, and whose second member is a set of such regions (Lewis 1986b). On this account, it would be disastrous to say both that impure sets are abstract objects, and that abstract objects are non-causal.)"
526,526,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,31,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," The biggest challenge to characterizing abstracta as causally inefficacious entities is that causality itself is a notoriously problematic and difficult to define idea. It is undoubtedly one of the most controversial notions in the history of thought, with all kinds of views having been put forward on the matter. Thus, causally efficacious inherits any unclarity that attaches to causality. So, if we are to move the discussion forward, we need to take the notion of causation—understood as a relation among events—as sufficiently clear, even though in fact it is not. Having acknowledged this no doubt naïve assumption, several difficulties arise for the suggestion that abstract objects are precisely the causally inefficacious objects."
527,527,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,32,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," The idea that causal inefficacy constitutes a sufficient condition for abstractness is somewhat at odds with standard usage. Some philosophers believe in ‘epiphenomenal qualia’: objects of conscious awareness (sense data), or qualitative conscious states that may be caused by physical processes in the brain, but which have no downstream causal consequences of their own (Jackson 1982; Chalmers 1996). These items are causally inefficacious if they exist, but they are not normally regarded as abstract. The proponent of the causal inefficacy criterion might respond by insisting that abstract objects are distinctively neither causes nor effects. But this is perilous. Abstract artifacts like Jane Austen’s novels (as we normally conceive them) come into being as a result of human activity. The same goes for impure sets, which come into being when their concrete urelements are created. These items are clearly effects in some good sense; yet they remain abstract if they exist at all. It is unclear how the proponent of the strong version of the causal inefficacy criterion (which views causal inefficacy as both necessary and sufficient for abstractness) might best respond to this problem."
528,528,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,33,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Apart from this worry, there are no decisive intuitive counterexamples to this account of the abstract/concrete distinction. The chief difficulty—and it is hardly decisive—is rather conceptual. It is widely maintained that causation, strictly speaking, is a relation among events or states of affairs. If we say that the rock—an object—caused the window to break, what we mean is that some event or state (or fact or condition) involving the rock caused the break. If the rock itself is a cause, it is a cause in some derivative sense. But this derivative sense has proved elusive. The rock’s hitting the window is an event in which the rock ‘participates’ in a certain way, and it is because the rock participates in events in this way that we credit the rock itself with causal efficacy. But what is it for an object to participate in an event? Suppose John is thinking about the Pythagorean Theorem and you ask him to say what’s on his mind. His response is an event—the utterance of a sentence; and one of its causes is the event of John’s thinking about the theorem. Does the Pythagorean Theorem ‘participate’ in this event? There is surely some sense in which it does. The event consists in John’s coming to stand in a certain relation to the theorem, just as the rock’s hitting the window consists in the rock’s coming to stand in a certain relation to the glass. But we do not credit the Pythagorean Theorem with causal efficacy simply because it participates in this sense in an event which is a cause."
529,529,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,34,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," The challenge is therefore to characterize the distinctive manner of ‘participation in the causal order’ that distinguishes the concrete entities. This problem has received relatively little attention. There is no reason to believe that it cannot be solved, though the varieties of philosophical analysis for the notion of causality make the task full of pitfalls. Anyway, in the absence of a solution, this standard version of the way of negation must be reckoned a work in progress."
530,530,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,35,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Some philosophers have supposed that, under certain conditions, there are numerically different but indiscernible concrete entities, i.e., that there are distinct concrete objects \(x\) and \(y\) that exemplify the same properties. If this can be sustained, then one might suggest that distinct abstract objects are always discernible or, in a weaker formulation, that distinct abstract objects are never duplicates."
531,531,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,36,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," Cowling (2017, 86–89) analyzes whether the abstract/concrete distinction thus rendered is fruitful, though criteria in this line are normally offered as glosses on the universal/particular distinction. As part of his analysis, he deploys two pairs of (not uncontroversial) distinctions: (i) between qualitative and non-qualitative properties, and (ii) between intrinsic and extrinsic properties. Roughly, a non-qualitative property is one that involves specific individuals (e.g., being the teacher of Alexander the Great, being Albert Einstein, etc.), while qualitative properties are not (e.g., having mass, having a shape, having a length, etc.). Intrinsic properties are those an object has regardless of what other objects are like and regardless of its relationships with other objects (e.g., being made of copper). By contrast, an object’s extrinsic properties are those that depend on other entities (e.g., being the fastest  car).[6]  "
532,532,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,37,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," With these distinctions in mind, it seems impossible that there be distinct abstract entities which are qualitatively indiscernible; each abstract entity is expected to have a unique, distinctive qualitative intrinsic nature (or property), which is giving reason for its metaphysical being. This wouldn’t be the case for any concrete entity given the initial assumption in this section. Therefore, the following criterion of discernability could be pondered:"
533,533,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,38,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", \(x\) is an abstract object iff it is impossible for there to be an object which is qualitatively indiscernible from \(x\) but distinct from \(x\).
534,534,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,39,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," However, one can develop a counterexample to the above proposal, by considering two concrete objects that are indiscernible with respect to their intrinsic qualitative properties. Cowling (2017) considers the case of a possible world with only two perfectly spherical balls, \(A\) and \(B\), that share the same intrinsic qualitative properties and that are floating at a certain distance from each other. So \(A\) and \(B\) are distinct concrete objects but indiscernible in terms of their intrinsic qualitative properties.[7] But Lewis has pointed out that “if two individuals are indiscernible then so are their unit sets” (1986a, 84). If this is correct, \(\{A\}\) and \(\{B\}\) would be indiscernible, but (at least for some philosophers) distinct abstract objects, contrary to the discernibility criterion.[8] It is possible to counter-argue that we could happily accept impure sets as concrete; after all, it was always a bit unclear how they should be classified. Obviously, this has the problematic consequence of having some sets—pure sets—as abstract and other sets—impure sets—as concrete. But the idea that abstract objects have distinctive intrinsic natures allows one to establish a criterion less strong than that of discernibility; if an entity has a distinctive intrinsic nature, it cannot have a duplicate. So, the next criterion of non-duplication can be put forward:"
535,535,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,40,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021", \(x\) is an abstract object iff it is impossible for there to be an object which is a duplicate of \(x\) but distinct from \(x\).
536,536,Abstract Objects,3. What is an Abstract Object?,3.5 The Ways of Negation,41,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," But there is a more serious counterexample to this criterion, namely, immanent universals. These are purportedly concrete objects, for they are universals wholly present where their instances are. But this criterion renders them abstract. Take the color scarlet; it is a universal wholly present in every scarlet thing. Each of the scarlets in those things is an immanent universal. These are non-duplicable, but at least according to Armstrong (1978, I, 77, though see 1989, 98–99), they are paradigmatically concrete: spatiotemporally located, causally efficacious, etc. Despite how promising they initially seemed, the criteria of discernibility and non-duplicability do not appear to capture the abstract/concrete distinction."
537,537,Abstract Objects,3. What is an Abstract Object?,3.6 The Way of Encoding,0,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," One of the most rigorous proposals about abstract objects has been developed by Zalta (1983, 1988, and in a series of papers). It is a formal, axiomatic metaphysical theory of objects (both abstract and concrete), and also includes a theory of properties, relations, and propositions. The theory explicitly defines the notion of an abstract object but also implicitly characterizes them using  axioms.[9]  There are three central aspects to the theory: (i) a predicate \(E!\) which applies to concrete entities and which is used to define a modal distinction between abstract and ordinary objects; (ii) a distinction between exemplifying relations and encoding properties (i.e., encoding 1-place relations); and (iii) a comprehension schema that asserts the conditions under which abstract objects exist."
538,538,Abstract Objects,3. What is an Abstract Object?,3.6 The Way of Encoding,1,abstract-objects,"First published Thu Jul 19, 2001; substantive revision Mon Aug 9, 2021"," (i) Since the theory has both a quantifier \(\exists\) and a predicate \(E!\), Zalta offers two interpretations of his theory (1983, 51–2; 1988, 103–4). On one interpretation, the quantifier \(\exists\) simply asserts there is and the predicate \(E!\) asserts existence. On this interpretation, a formula such as \(\exists x \neg E!x\), which is implied by the axioms described below, asserts “there is an object that fails to exist”. So, on this interpretation, the theory is Meinongian because it endorses non-existent objects. But there is a Quinean interpretation as well, on which the quantifier \(\exists\) asserts existence and the predicate \(E!\) asserts concreteness. On this interpretation, the formula \(\exists x \neg E!x\) asserts “there exists an object that fails to be concrete”. So, on this interpretation, the theory is Platonist, since it doesn’t endorse non-existents but rather asserts the existence of non-concrete objects. We’ll henceforth use the Quinean/Platonist interpretation."
